,M_GAME_MINOR_VERSION,M_SESSION_TIME,TIMESTAMP,M_TRACK_TEMPERATURE,M_TRACK_LENGTH,M_FORECAST_ACCURACY,M_AIR_TEMPERATURE,M_NUM_WEATHER_FORECAST_SAMPLES,M_TRACK_ID,M_WEATHER_FORECAST_SAMPLES_M_SESSION_TYPE,M_TIME_OFFSET,M_WEATHER_FORECAST_SAMPLES_M_WEATHER,M_WEATHER_FORECAST_SAMPLES_M_TRACK_TEMPERATURE,M_TRACK_TEMPERATURE_CHANGE,M_WEATHER_FORECAST_SAMPLES_M_AIR_TEMPERATURE,M_AIR_TEMPERATURE_CHANGE,M_RAIN_PERCENTAGE,M_WEATHER,M_SESSION_UID,M_ZONE_START,M_SESSION_TIME_LEFT,M_SESSION_DURATION
2000051,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000052,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000053,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000054,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000055,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000056,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000057,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000058,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000059,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000060,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000061,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000062,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000063,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000064,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000065,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000066,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000067,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000068,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000069,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000070,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000071,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000072,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000073,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000074,14,4.089,1642378633,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,236,1080
2000075,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.088,235,1080
2000076,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.167,235,1080
2000077,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.238,235,1080
2000078,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.298,235,1080
2000079,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.353,235,1080
2000080,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.412,235,1080
2000081,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.45,235,1080
2000082,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.495,235,1080
2000083,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.54,235,1080
2000084,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.62,235,1080
2000085,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.69,235,1080
2000086,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.726,235,1080
2000087,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.789,235,1080
2000088,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.831,235,1080
2000089,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.925,235,1080
2000090,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.997,235,1080
2000091,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,235,1080
2000092,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,235,1080
2000093,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,235,1080
2000094,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,235,1080
2000095,14,5.093,1642378634,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,235,1080
2000096,14,5.093,1642378634,33,4650,0,25,10,28,8.0,0.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000097,14,5.093,1642378634,33,4650,0,25,10,28,8.0,5.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000098,14,5.093,1642378634,33,4650,0,25,10,28,8.0,10.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000099,14,5.093,1642378634,33,4650,0,25,10,28,10.0,0.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000100,14,5.093,1642378634,33,4650,0,25,10,28,10.0,5.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000101,14,5.093,1642378634,33,4650,0,25,10,28,10.0,10.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000102,14,5.093,1642378634,33,4650,0,25,10,28,10.0,15.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000103,14,5.093,1642378634,33,4650,0,25,10,28,10.0,30.0,0.0,32.0,1.0,24.0,1.0,3.0,0,1.8444023088311188e+18,,235,1080
2000104,14,5.093,1642378634,33,4650,0,25,10,28,10.0,45.0,0.0,32.0,2.0,24.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000105,14,5.093,1642378634,33,4650,0,25,10,28,10.0,60.0,0.0,31.0,1.0,24.0,2.0,3.0,0,1.8444023088311188e+18,,235,1080
2000106,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000107,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000108,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000109,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000110,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000111,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000112,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000113,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000114,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000115,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000116,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000117,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000118,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000119,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000120,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000121,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000122,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000123,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000124,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000125,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000126,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000127,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000128,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000129,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000130,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000131,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000132,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000133,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000134,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000135,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000136,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000137,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000138,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000139,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000140,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000141,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000142,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000143,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000144,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000145,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000146,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000147,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000148,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000149,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000150,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000151,14,5.093,1642378634,33,4650,0,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8444023088311188e+18,,235,1080
2000152,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.088,234,1080
2000153,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.167,234,1080
2000154,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.238,234,1080
2000155,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.298,234,1080
2000156,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.353,234,1080
2000157,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.412,234,1080
2000158,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.45,234,1080
2000159,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.495,234,1080
2000160,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.54,234,1080
2000161,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.62,234,1080
2000162,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.69,234,1080
2000163,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.726,234,1080
2000164,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.789,234,1080
2000165,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.831,234,1080
2000166,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.925,234,1080
2000167,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.997,234,1080
2000168,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,234,1080
2000169,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,234,1080
2000170,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,234,1080
2000171,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,234,1080
2000172,14,6.093,1642378635,33,4650,0,25,10,28,,,,,,,,,0,1.8444023088311188e+18,0.0,234,1080
2000173,14,6.093,1642378635,33,4650,0,25,10,28,8.0,0.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000174,14,6.093,1642378635,33,4650,0,25,10,28,8.0,5.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000175,14,6.093,1642378635,33,4650,0,25,10,28,8.0,10.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000176,14,6.093,1642378635,33,4650,0,25,10,28,10.0,0.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000177,14,6.093,1642378635,33,4650,0,25,10,28,10.0,5.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000178,14,6.093,1642378635,33,4650,0,25,10,28,10.0,10.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000179,14,6.093,1642378635,33,4650,0,25,10,28,10.0,15.0,0.0,33.0,2.0,25.0,2.0,3.0,0,1.8444023088311188e+18,,234,1080
2000180,14,6.093,1642378635,33,4650,0,25,10,28,10.0,30.0,0.0,32.0,1.0,24.0,1.0,3.0,0,1.8444023088311188e+18,,234,1080
